state_code,county,cousub,rent_50_0,rent_50_1,rent_50_2,rent_50_3,rent_50_4,pop2017
48,59,99999,715,760,981,1337,1658,13660
48,253,99999,715,760,981,1337,1658,19970
48,441,99999,715,760,981,1337,1658,135370
72,3,99999,407,423,486,604,711,39470
72,5,99999,407,423,486,604,711,55720
72,11,99999,407,423,486,604,711,27890
72,71,99999,407,423,486,604,711,43315
72,81,99999,407,423,486,604,711,27320
72,99,99999,407,423,486,604,711,37675
72,117,99999,407,423,486,604,711,14525
72,131,99999,407,423,486,604,711,38970
72,141,99999,407,423,486,604,711,30210
39,133,99999,653,751,953,1206,1292,162080
39,153,99999,653,751,953,1206,1292,541320
13,95,99999,711,737,865,1121,1359,91520
13,177,99999,711,737,865,1121,1359,29215
13,273,99999,711,737,865,1121,1359,8980
13,321,99999,711,737,865,1121,1359,20810
41,43,99999,854,915,1203,1674,1965,121075
36,1,99999,959,1068,1301,1608,1764,308580
36,83,99999,959,1068,1301,1608,1764,159800
36,91,99999,959,1068,1301,1608,1764,226630
36,93,99999,959,1068,1301,1608,1764,155240
36,95,99999,959,1068,1301,1608,1764,31610
35,1,99999,716,883,1071,1521,1833,674855
35,43,99999,716,883,1071,1521,1833,138815
35,57,99999,716,883,1071,1521,1833,15535
35,61,99999,716,883,1071,1521,1833,75845
22,43,99999,577,676,868,1165,1268,22305
22,79,99999,577,676,868,1165,1268,132080
42,25,99999,898,1011,1288,1660,1747,63985
42,77,99999,898,1011,1288,1660,1747,360775
42,95,99999,898,1011,1288,1660,1747,300940
34,41,99999,1058,1192,1461,1806,1999,107090
42,13,99999,596,731,895,1106,1214,124735
48,11,99999,664,761,970,1314,1518,1930
48,65,99999,664,761,970,1314,1518,6035
48,375,99999,664,761,970,1314,1518,121230
48,381,99999,664,761,970,1314,1518,130550
48,359,99999,707,811,1034,1278,1618,2085
19,169,99999,830,841,994,1412,1667,95890
19,15,99999,641,645,843,1113,1399,26380
2,20,99999,938,1015,1335,1896,2285,298225
2,170,99999,788,836,1096,1557,1876,101135
26,161,99999,1136,1137,1369,1692,1970,361510
1,15,99999,595,599,788,1046,1177,115525
55,15,99999,684,728,936,1265,1269,49735
55,87,99999,684,728,936,1265,1269,183290
72,13,99999,421,428,488,651,770,89550
72,27,99999,421,428,488,651,770,32935
72,65,99999,421,428,488,651,770,40980
72,115,99999,421,428,488,651,770,24550
37,21,99999,1245,1267,1444,1969,2472,252270
37,89,99999,1245,1267,1444,1969,2472,112155
37,115,99999,1245,1267,1444,1969,2472,21345
37,87,99999,701,905,1031,1281,1564,59855
13,59,99999,784,832,957,1281,1500,123555
13,195,99999,784,832,957,1281,1500,28600
13,219,99999,784,832,957,1281,1500,35970
13,221,99999,784,832,957,1281,1500,14655
13,13,99999,1205,1226,1397,1730,2115,75100
13,15,99999,1205,1226,1397,1730,2115,102625
13,45,99999,1205,1226,1397,1730,2115,114900
13,57,99999,1205,1226,1397,1730,2115,235895
13,63,99999,1205,1226,1397,1730,2115,274150
13,67,99999,1205,1226,1397,1730,2115,739070
13,77,99999,1205,1226,1397,1730,2115,138015
13,85,99999,1205,1226,1397,1730,2115,23395
13,89,99999,1205,1226,1397,1730,2115,736065
13,97,99999,1205,1226,1397,1730,2115,140150
13,113,99999,1205,1226,1397,1730,2115,110305
13,117,99999,1205,1226,1397,1730,2115,211300
13,121,99999,1205,1226,1397,1730,2115,1010420
13,135,99999,1205,1226,1397,1730,2115,889955
13,149,99999,1205,1226,1397,1730,2115,11605
13,151,99999,1205,1226,1397,1730,2115,217505
13,159,99999,1205,1226,1397,1730,2115,13730
13,217,99999,1205,1226,1397,1730,2115,105040
13,223,99999,1205,1226,1397,1730,2115,152400
13,227,99999,1205,1226,1397,1730,2115,30345
13,231,99999,1205,1226,1397,1730,2115,17920
13,247,99999,1205,1226,1397,1730,2115,88480
13,255,99999,1205,1226,1397,1730,2115,64190
13,297,99999,1205,1226,1397,1730,2115,88695
13,35,99999,730,735,967,1270,1447,23555
13,143,99999,690,695,852,1210,1458,28720
13,171,99999,630,635,835,1070,1266,18280
13,199,99999,709,714,939,1181,1273,21150
13,211,99999,726,731,962,1224,1647,18015
34,1,99999,1010,1181,1502,2106,2330,272925
1,81,99999,713,748,980,1297,1467,156595
13,33,99999,741,854,980,1328,1657,22645
13,73,99999,741,854,980,1328,1657,143725
13,189,99999,741,854,980,1328,1657,21490
13,245,99999,741,854,980,1328,1657,201570
45,3,99999,741,854,980,1328,1657,165705
45,37,99999,741,854,980,1328,1657,26620
13,181,99999,598,690,789,1092,1096,7770
48,21,99999,1177,1333,1565,2013,2367,80305
48,55,99999,1177,1333,1565,2013,2367,40545
48,209,99999,1177,1333,1565,2013,2367,194845
48,453,99999,1177,1333,1565,2013,2367,1176585
48,491,99999,1177,1333,1565,2013,2367,508315
6,29,99999,816,826,1083,1538,1854,878745
24,3,99999,1037,1223,1518,1968,2258,564600
24,5,99999,1037,1223,1518,1968,2258,828635
24,13,99999,1037,1223,1518,1968,2258,167320
24,25,99999,1037,1223,1518,1968,2258,250130
24,27,99999,1037,1223,1518,1968,2258,312495
24,35,99999,1037,1223,1518,1968,2258,49070
24,510,99999,1037,1223,1518,1968,2258,619795
23,19,2795,776,894,1154,1431,1748,32235
23,19,6925,776,894,1154,1431,1748,9165
23,19,22535,776,894,1154,1431,1748,2135
23,19,27645,776,894,1154,1431,1748,4575
23,19,30795,776,894,1154,1431,1748,7315
23,19,32510,776,894,1154,1431,1748,5790
23,19,33490,776,894,1154,1431,1748,3070
23,19,36325,776,894,1154,1431,1748,1140
23,19,45670,776,894,1154,1431,1748,3000
23,19,55225,776,894,1154,1431,1748,7595
23,19,55565,776,894,1154,1431,1748,10915
23,19,55680,776,894,1154,1431,1748,3675
23,19,57936,776,894,1154,1431,1748,785
23,19,78780,776,894,1154,1431,1748,1960
23,19,1115,705,770,1013,1256,1374,950
23,19,1500,705,770,1013,1256,1374,195
23,19,6575,705,770,1013,1256,1374,1105
23,19,6680,705,770,1013,1256,1374,1480
23,19,9200,705,770,1013,1256,1374,255
23,19,10670,705,770,1013,1256,1374,2790
23,19,10810,705,770,1013,1256,1374,135
23,19,12105,705,770,1013,1256,1374,1470
23,19,12525,705,770,1013,1256,1374,545
23,19,13365,705,770,1013,1256,1374,730
23,19,14310,705,770,1013,1256,1374,1920
23,19,14380,705,770,1013,1256,1374,2840
23,19,17530,705,770,1013,1256,1374,3765
23,19,17950,705,770,1013,1256,1374,1270
23,19,18580,705,770,1013,1256,1374,25
23,19,19868,705,770,1013,1256,1374,210
23,19,21030,705,770,1013,1256,1374,1785
23,19,22710,705,770,1013,1256,1374,120
23,19,23620,705,770,1013,1256,1374,1530
23,19,23865,705,770,1013,1256,1374,1140
23,19,24110,705,770,1013,1256,1374,1060
23,19,27190,705,770,1013,1256,1374,1235
23,19,29185,705,770,1013,1256,1374,1390
23,19,34190,705,770,1013,1256,1374,1205
23,19,34365,705,770,1013,1256,1374,1690
23,19,37075,705,770,1013,1256,1374,90
23,19,37760,705,770,1013,1256,1374,640
23,19,38005,705,770,1013,1256,1374,90
23,19,38530,705,770,1013,1256,1374,945
23,19,38705,705,770,1013,1256,1374,2940
23,19,39475,705,770,1013,1256,1374,4985
23,19,41435,705,770,1013,1256,1374,360
23,19,44270,705,770,1013,1256,1374,855
23,19,44340,705,770,1013,1256,1374,130
23,19,45005,705,770,1013,1256,1374,1100
23,19,45810,705,770,1013,1256,1374,4345
23,19,47560,705,770,1013,1256,1374,210
23,19,48505,705,770,1013,1256,1374,1575
23,19,49065,705,770,1013,1256,1374,3250
23,19,52710,705,770,1013,1256,1374,400
23,19,57045,705,770,1013,1256,1374,480
23,19,57150,705,770,1013,1256,1374,890
23,19,59950,705,770,1013,1256,1374,1290
23,19,60790,705,770,1013,1256,1374,275
23,19,67160,705,770,1013,1256,1374,55
23,19,73250,705,770,1013,1256,1374,365
23,19,73600,705,770,1013,1256,1374,425
23,19,74055,705,770,1013,1256,1374,1460
23,19,78015,705,770,1013,1256,1374,0
23,19,81055,705,770,1013,1256,1374,70
23,19,85230,705,770,1013,1256,1374,0
23,19,86305,705,770,1013,1256,1374,560
23,19,87390,705,770,1013,1256,1374,270
25,1,3690,1319,1509,1985,2454,2692,44325
25,1,7175,1319,1509,1985,2454,2692,19815
25,1,7980,1319,1509,1985,2454,2692,9855
25,1,12995,1319,1509,1985,2454,2692,6150
25,1,16775,1319,1509,1985,2454,2692,13990
25,1,19295,1319,1509,1985,2454,2692,4910
25,1,23105,1319,1509,1985,2454,2692,31255
25,1,29020,1319,1509,1985,2454,2692,12145
25,1,39100,1319,1509,1985,2454,2692,14055
25,1,51440,1319,1509,1985,2454,2692,5825
25,1,55500,1319,1509,1985,2454,2692,2950
25,1,59735,1319,1509,1985,2454,2692,20415
25,1,70605,1319,1509,1985,2454,2692,1580
25,1,74385,1319,1509,1985,2454,2692,3170
25,1,82525,1319,1509,1985,2454,2692,23460
22,5,99999,799,838,985,1246,1554,119130
22,33,99999,799,838,985,1246,1554,446165
22,37,99999,799,838,985,1246,1554,19555
22,63,99999,799,838,985,1246,1554,137095
22,77,99999,799,838,985,1246,1554,22270
22,91,99999,799,838,985,1246,1554,10510
22,121,99999,799,838,985,1246,1554,25520
22,125,99999,799,838,985,1246,1554,15375
22,7,99999,652,702,800,1105,1256,22880
22,47,99999,639,661,785,1075,1135,33120
26,25,99999,646,718,902,1170,1269,134325
26,17,99999,573,671,863,1132,1227,105350
48,199,99999,791,844,1039,1356,1409,55995
48,245,99999,791,844,1039,1356,1409,254575
48,361,99999,791,844,1039,1356,1409,83910
54,19,99999,542,613,763,1046,1098,44600
54,81,99999,640,672,797,1132,1357,77095
53,73,99999,995,1069,1347,1913,2306,212740
41,17,99999,936,1134,1409,2001,2412,175320
30,9,99999,687,777,1022,1399,1643,10465
30,111,99999,687,777,1022,1399,1643,156330
30,95,99999,624,706,929,1320,1573,9340
36,7,99999,668,705,902,1199,1324,196125
36,107,99999,668,705,902,1199,1324,49320
1,7,99999,834,895,1029,1331,1436,22580
1,9,99999,834,895,1029,1331,1436,57665
1,73,99999,834,895,1029,1331,1436,659460
1,115,99999,834,895,1029,1331,1436,86935
1,117,99999,834,895,1029,1331,1436,208720
1,21,99999,622,660,752,1044,1047,43805
38,15,99999,779,783,935,1328,1532,92370
38,59,99999,779,783,935,1328,1532,30060
38,65,99999,779,783,935,1328,1532,1820
51,121,99999,796,858,1002,1423,1715,97690
51,750,99999,796,858,1002,1423,1715,17380
51,71,99999,512,639,728,973,1036,16865
51,155,99999,610,637,726,1014,1243,34330
17,113,99999,653,754,933,1313,1581,173230
18,105,99999,747,851,1028,1449,1760,144435
18,119,99999,614,618,804,1142,1376,20955
42,37,99999,769,781,913,1129,1238,66615
42,93,99999,785,829,973,1315,1319,18300
16,1,99999,827,947,1181,1665,1945,435115
16,15,99999,827,947,1181,1665,1945,6970
16,27,99999,827,947,1181,1665,1945,207025
16,73,99999,827,947,1181,1665,1945,11385
16,45,99999,695,794,990,1309,1459,16850
25,9,1260,1942,2139,2583,3193,3503,17220
25,9,5595,1942,2139,2583,3193,3503,41430
25,9,16250,1942,2139,2583,3193,3503,27525
25,9,21850,1942,2139,2583,3193,3503,3685
25,9,26150,1942,2139,2583,3193,3503,29860
25,9,27900,1942,2139,2583,3193,3503,7990
25,9,32310,1942,2139,2583,3193,3503,13810
25,9,37490,1942,2139,2583,3193,3503,93070
25,9,37560,1942,2139,2583,3193,3503,12730
25,9,37995,1942,2139,2583,3193,3503,5325
25,9,38400,1942,2139,2583,3193,3503,20395
25,9,41095,1942,2139,2583,3193,3503,9655
25,9,43580,1942,2139,2583,3193,3503,3490
25,9,45175,1942,2139,2583,3193,3503,6965
25,9,45245,1942,2139,2583,3193,3503,17890
25,9,52490,1942,2139,2583,3193,3503,52610
25,9,57880,1942,2139,2583,3193,3503,7185
25,9,58405,1942,2139,2583,3193,3503,6230
25,9,59105,1942,2139,2583,3193,3503,43145
25,9,59245,1942,2139,2583,3193,3503,9020
25,9,60015,1942,2139,2583,3193,3503,28035
25,9,68645,1942,2139,2583,3193,3503,14565
25,9,70150,1942,2139,2583,3193,3503,6495
25,9,74595,1942,2139,2583,3193,3503,5180
25,17,380,1942,2139,2583,3193,3503,23455
25,17,1605,1942,2139,2583,3193,3503,44990
25,17,1955,1942,2139,2583,3193,3503,3195
25,17,2130,1942,2139,2583,3193,3503,17480
25,17,3005,1942,2139,2583,3193,3503,8015
25,17,4615,1942,2139,2583,3193,3503,14105
25,17,5070,1942,2139,2583,3193,3503,25965
25,17,7350,1942,2139,2583,3193,3503,5545
25,17,9840,1942,2139,2583,3193,3503,26105
25,17,11000,1942,2139,2583,3193,3503,110895
25,17,11525,1942,2139,2583,3193,3503,5160
25,17,15060,1942,2139,2583,3193,3503,19355
25,17,21990,1942,2139,2583,3193,3503,45210
25,17,24960,1942,2139,2583,3193,3503,71230
25,17,30700,1942,2139,2583,3193,3503,14480
25,17,31085,1942,2139,2583,3193,3503,16720
25,17,31540,1942,2139,2583,3193,3503,19845
25,17,35215,1942,2139,2583,3193,3503,33340
25,17,35425,1942,2139,2583,3193,3503,6695
25,17,35950,1942,2139,2583,3193,3503,9755
25,17,37875,1942,2139,2583,3193,3503,61210
25,17,38715,1942,2139,2583,3193,3503,39770
25,17,39625,1942,2139,2583,3193,3503,10560
25,17,39835,1942,2139,2583,3193,3503,57700
25,17,40115,1942,2139,2583,3193,3503,28130
25,17,43895,1942,2139,2583,3193,3503,35955
25,17,45560,1942,2139,2583,3193,3503,88480
25,17,48955,1942,2139,2583,3193,3503,15600
25,17,56130,1942,2139,2583,3193,3503,25770
25,17,61380,1942,2139,2583,3193,3503,4300
25,17,61590,1942,2139,2583,3193,3503,7570
25,17,62535,1942,2139,2583,3193,3503,79985
25,17,67665,1942,2139,2583,3193,3503,21965
25,17,68050,1942,2139,2583,3193,3503,7060
25,17,68260,1942,2139,2583,3193,3503,18695
25,17,70360,1942,2139,2583,3193,3503,9420
25,17,72215,1942,2139,2583,3193,3503,26825
25,17,72600,1942,2139,2583,3193,3503,62830
25,17,73440,1942,2139,2583,3193,3503,34555
25,17,73790,1942,2139,2583,3193,3503,13700
25,17,77255,1942,2139,2583,3193,3503,12025
25,17,80230,1942,2139,2583,3193,3503,23540
25,17,80510,1942,2139,2583,3193,3503,22580
25,17,81035,1942,2139,2583,3193,3503,39500
25,21,4930,1942,2139,2583,3193,3503,16930
25,21,7740,1942,2139,2583,3193,3503,37080
25,21,9175,1942,2139,2583,3193,3503,59245
25,21,11315,1942,2139,2583,3193,3503,22830
25,21,14640,1942,2139,2583,3193,3503,8395
25,21,16495,1942,2139,2583,3193,3503,25375
25,21,17405,1942,2139,2583,3193,3503,5920
25,21,24820,1942,2139,2583,3193,3503,17450
25,21,25172,1942,2139,2583,3193,3503,32845
25,21,30455,1942,2139,2583,3193,3503,11030
25,21,39765,1942,2139,2583,3193,3503,12610
25,21,39975,1942,2139,2583,3193,3503,13160
25,21,41515,1942,2139,2583,3193,3503,8145
25,21,41690,1942,2139,2583,3193,3503,27525
25,21,44105,1942,2139,2583,3193,3503,30430
25,21,46050,1942,2139,2583,3193,3503,11670
25,21,50250,1942,2139,2583,3193,3503,29120
25,21,54100,1942,2139,2583,3193,3503,9000
25,21,55745,1942,2139,2583,3193,3503,93825
25,21,56000,1942,2139,2583,3193,3503,33705
25,21,60785,1942,2139,2583,3193,3503,18245
25,21,67945,1942,2139,2583,3193,3503,28340
25,21,72495,1942,2139,2583,3193,3503,24960
25,21,74175,1942,2139,2583,3193,3503,29005
25,21,78690,1942,2139,2583,3193,3503,15595
25,21,78972,1942,2139,2583,3193,3503,55890
25,21,82315,1942,2139,2583,3193,3503,11595
25,23,11665,1942,2139,2583,3193,3503,11615
25,23,17895,1942,2139,2583,3193,3503,15570
25,23,28285,1942,2139,2583,3193,3503,14330
25,23,30210,1942,2139,2583,3193,3503,23045
25,23,31645,1942,2139,2583,3193,3503,10400
25,23,33220,1942,2139,2583,3193,3503,13210
25,23,38855,1942,2139,2583,3193,3503,25650
25,23,50145,1942,2139,2583,3193,3503,10895
25,23,52630,1942,2139,2583,3193,3503,18230
25,23,54310,1942,2139,2583,3193,3503,58695
25,23,57775,1942,2139,2583,3193,3503,17850
25,23,60330,1942,2139,2583,3193,3503,18490
25,23,72985,1942,2139,2583,3193,3503,22535
25,25,7000,1942,2139,2583,3193,3503,669160
25,25,13205,1942,2139,2583,3193,3503,39270
25,25,56585,1942,2139,2583,3193,3503,53865
25,25,81005,1942,2139,2583,3193,3503,18390
33,15,68260,1942,2139,2583,3193,3503,8835
33,15,71140,1942,2139,2583,3193,3503,795
25,21,2935,1217,1392,1832,2319,2663,4470
25,23,170,1217,1392,1832,2319,2663,16275
25,23,8130,1217,1392,1832,2319,2663,27435
25,23,9000,1217,1392,1832,2319,2663,95160
25,23,18455,1217,1392,1832,2319,2663,14300
25,23,27795,1217,1392,1832,2319,2663,7740
25,23,28495,1217,1392,1832,2319,2663,10560
25,23,33920,1217,1392,1832,2319,2663,11245
25,23,38540,1217,1392,1832,2319,2663,5065
25,23,39450,1217,1392,1832,2319,2663,6245
25,23,40850,1217,1392,1832,2319,2663,24215
25,23,54415,1217,1392,1832,2319,2663,2910
25,23,57600,1217,1392,1832,2319,2663,5460
25,23,75260,1217,1392,1832,2319,2663,7115
25,23,79530,1217,1392,1832,2319,2663,14865
25,9,1465,1116,1307,1679,2075,2277,35375
25,9,7420,1116,1307,1679,2075,2277,8230
25,9,25625,1116,1307,1679,2075,2277,8570
25,9,27620,1116,1307,1679,2075,2277,6695
25,9,29405,1116,1307,1679,2075,2277,62945
25,9,34550,1116,1307,1679,2075,2277,79495
25,9,40430,1116,1307,1679,2075,2277,6750
25,9,40710,1116,1307,1679,2075,2277,49575
25,9,46365,1116,1307,1679,2075,2277,30170
25,9,77150,1116,1307,1679,2075,2277,4545
33,15,2340,1116,1307,1679,2075,2277,6840
33,15,12100,1116,1307,1679,2075,2277,4935
33,15,17140,1116,1307,1679,2075,2277,4480
33,15,17940,1116,1307,1679,2075,2277,33310
33,15,27940,1116,1307,1679,2075,2277,4590
33,15,32900,1116,1307,1679,2075,2277,8600
33,15,40100,1116,1307,1679,2075,2277,6140
33,15,52900,1116,1307,1679,2075,2277,4825
33,15,62500,1116,1307,1679,2075,2277,7640
33,15,64020,1116,1307,1679,2075,2277,10325
33,15,66660,1116,1307,1679,2075,2277,28950
33,15,67620,1116,1307,1679,2075,2277,6280
33,15,85780,1116,1307,1679,2075,2277,14345
25,17,5805,1320,1450,1891,2338,2564,42790
25,17,13135,1320,1450,1891,2338,2564,35065
25,17,17475,1320,1450,1891,2338,2564,31115
25,17,17825,1320,1450,1891,2338,2564,3335
25,17,27480,1320,1450,1891,2338,2564,11280
25,17,37000,1320,1450,1891,2338,2564,110965
25,17,52805,1320,1450,1891,2338,2564,12050
25,17,69415,1320,1450,1891,2338,2564,30665
25,17,71025,1320,1450,1891,2338,2564,12230
25,17,76135,1320,1450,1891,2338,2564,24085
33,15,2820,1340,1346,1771,2516,2835,5295
33,15,9300,1340,1346,1771,2516,2835,3930
33,15,17460,1340,1346,1771,2516,2835,4420
33,15,43220,1340,1346,1771,2516,2835,25115
33,15,56820,1340,1346,1771,2516,2835,4280
33,15,57460,1340,1346,1771,2516,2835,4960
33,15,7220,1043,1167,1494,1998,2451,4690
33,15,21380,1043,1167,1494,1998,2451,2465
33,15,24660,1043,1167,1494,1998,2451,6860
33,15,25380,1043,1167,1494,1998,2451,14735
33,15,31700,1043,1167,1494,1998,2451,3865
33,15,33060,1043,1167,1494,1998,2451,15320
33,15,33460,1043,1167,1494,1998,2451,2335
33,15,39780,1043,1167,1494,1998,2451,2195
33,15,50980,1043,1167,1494,1998,2451,915
33,15,51380,1043,1167,1494,1998,2451,1560
33,15,51620,1043,1167,1494,1998,2451,820
33,15,52340,1043,1167,1494,1998,2451,8975
33,15,54580,1043,1167,1494,1998,2451,4430
33,15,62900,1043,1167,1494,1998,2451,21645
33,15,66180,1043,1167,1494,1998,2451,5400
33,15,74340,1043,1167,1494,1998,2451,7370
33,17,3460,1043,1167,1494,1998,2451,8840
33,17,18820,1043,1167,1494,1998,2451,30900
33,17,19700,1043,1167,1494,1998,2451,16150
33,17,26020,1043,1167,1494,1998,2451,6835
33,17,41460,1043,1167,1494,1998,2451,4375
33,17,44820,1043,1167,1494,1998,2451,1905
33,17,47700,1043,1167,1494,1998,2451,1685
33,17,48660,1043,1167,1494,1998,2451,4600
33,17,51220,1043,1167,1494,1998,2451,2665
33,17,65140,1043,1167,1494,1998,2451,30210
33,17,65540,1043,1167,1494,1998,2451,2530
33,17,69940,1043,1167,1494,1998,2451,11795
33,17,73860,1043,1167,1494,1998,2451,4055
8,13,99999,1396,1576,1901,2558,3030,316780
21,61,99999,709,726,891,1121,1440,12065
21,227,99999,709,726,891,1121,1440,123825
21,3,99999,579,583,767,973,1207,20630
21,31,99999,509,512,674,957,1061,12735
53,35,99999,1214,1414,1825,2518,3008,258905
9,1,8070,980,1185,1475,1899,2253,147585
9,1,23890,980,1185,1475,1899,2253,7605
9,1,26620,980,1185,1475,1899,2253,61610
9,1,48620,980,1185,1475,1899,2253,19765
9,1,68170,980,1185,1475,1899,2253,41280
9,1,74190,980,1185,1475,1899,2253,52530
9,1,77200,980,1185,1475,1899,2253,36455
9,1,4720,1296,1522,1951,2470,2680,19525
9,1,8980,1296,1522,1951,2470,2680,17065
9,1,18500,1296,1522,1951,2470,2680,84575
9,1,50860,1296,1522,1951,2470,2680,14090
9,1,52980,1296,1522,1951,2470,2680,28030
9,1,63480,1296,1522,1951,2470,2680,9275
9,1,63970,1296,1522,1951,2470,2680,25205
9,1,68310,1296,1522,1951,2470,2680,3655
9,1,18850,1648,2012,2418,2990,3314,21740
9,1,33620,1648,2012,2418,2990,3314,62780
9,1,50580,1648,2012,2418,2990,3314,20355
9,1,56060,1648,2012,2418,2990,3314,88535
9,1,73070,1648,2012,2418,2990,3314,128850
9,1,83430,1648,2012,2418,2990,3314,10370
9,1,83500,1648,2012,2418,2990,3314,27775
9,1,86370,1648,2012,2418,2990,3314,18660
48,61,99999,635,670,853,1108,1281,420200
13,25,99999,798,802,980,1348,1563,18410
13,127,99999,798,802,980,1348,1563,83465
13,191,99999,798,802,980,1348,1563,14060
36,29,99999,829,870,1031,1274,1428,923995
36,63,99999,829,870,1031,1274,1428,212675
37,1,99999,664,748,956,1209,1296,157845
50,7,6550,1114,1254,1617,1999,2193,1355
50,7,10300,1114,1254,1617,1999,2193,35
50,7,10675,1114,1254,1617,1999,2193,42455
50,7,13300,1114,1254,1617,1999,2193,3820
50,7,14875,1114,1254,1617,1999,2193,17310
50,7,24175,1114,1254,1617,1999,2193,20900
50,7,33475,1114,1254,1617,1999,2193,4510
50,7,34600,1114,1254,1617,1999,2193,1915
50,7,36700,1114,1254,1617,1999,2193,5055
50,7,45250,1114,1254,1617,1999,2193,10760
50,7,59275,1114,1254,1617,1999,2193,4130
50,7,62050,1114,1254,1617,1999,2193,680
50,7,64300,1114,1254,1617,1999,2193,7675
50,7,66175,1114,1254,1617,1999,2193,18775
50,7,73975,1114,1254,1617,1999,2193,3055
50,7,80350,1114,1254,1617,1999,2193,2020
50,7,84475,1114,1254,1617,1999,2193,9340
50,7,85150,1114,1254,1617,1999,2193,7205
50,11,2500,1114,1254,1617,1999,2193,1230
50,11,5425,1114,1254,1617,1999,2193,1710
50,11,24050,1114,1254,1617,1999,2193,2760
50,11,24925,1114,1254,1617,1999,2193,4575
50,11,25225,1114,1254,1617,1999,2193,1900
50,11,26500,1114,1254,1617,1999,2193,1425
50,11,27100,1114,1254,1617,1999,2193,1415
50,11,27700,1114,1254,1617,1999,2193,4690
50,11,33025,1114,1254,1617,1999,2193,3625
50,11,45850,1114,1254,1617,1999,2193,1000
50,11,59125,1114,1254,1617,1999,2193,2460
50,11,61675,1114,1254,1617,1999,2193,6845
50,11,61750,1114,1254,1617,1999,2193,6350
50,11,64600,1114,1254,1617,1999,2193,2315
50,11,71725,1114,1254,1617,1999,2193,6520
50,13,860,1114,1254,1617,1999,2193,1650
50,13,29275,1114,1254,1617,1999,2193,2230
50,13,35875,1114,1254,1617,1999,2193,495
50,13,50650,1114,1254,1617,1999,2193,970
50,13,67000,1114,1254,1617,1999,2193,1610
24,37,99999,1135,1207,1471,2059,2378,110980
39,19,99999,538,615,809,1028,1097,27825
39,151,99999,538,615,809,1028,1097,374275
12,71,99999,1061,1063,1337,1741,1976,700165
17,3,99999,574,666,864,1227,1336,6775
29,17,99999,574,666,864,1227,1336,12345
29,31,99999,574,666,864,1227,1336,78015
17,87,99999,534,611,804,994,1193,12900
17,77,99999,566,648,852,1116,1245,59115
17,199,99999,683,688,905,1187,1465,67475
32,510,99999,783,908,1179,1675,2018,54220
56,25,99999,636,766,900,1278,1540,81025
19,113,99999,565,647,851,1209,1420,220010
19,11,99999,558,562,739,1001,1099,25645
19,105,99999,491,562,739,998,1002,20470
42,55,99999,763,768,1010,1365,1416,153005
17,19,99999,879,884,1042,1335,1413,207945
17,147,99999,879,884,1042,1335,1413,16435
54,15,99999,610,730,881,1146,1234,8900
54,39,99999,610,730,881,1146,1234,187825
54,35,99999,526,648,738,1043,1049,29125
54,43,99999,518,610,727,899,986,21240
54,5,99999,506,623,710,985,1215,23235
45,15,99999,1295,1318,1502,1884,2415,204630
45,19,99999,1295,1318,1502,1884,2415,387845
45,35,99999,1295,1318,1502,1884,2415,151715
37,25,99999,1080,1100,1253,1624,2107,196715
37,71,99999,1080,1100,1253,1624,2107,214050
37,119,99999,1080,1100,1253,1624,2107,1034290
37,179,99999,1080,1100,1253,1624,2107,222095
45,91,99999,1080,1100,1253,1624,2107,251665
37,7,99999,593,679,893,1104,1344,25530
37,97,99999,873,888,1012,1348,1732,169800
37,109,99999,715,720,872,1126,1192,80505
37,159,99999,744,748,919,1203,1246,138940
45,23,99999,617,621,772,1047,1198,32425
45,57,99999,687,692,910,1192,1245,86545
51,3,99999,1108,1151,1368,1691,2120,105105
51,65,99999,1108,1151,1368,1691,2120,26110
51,79,99999,1108,1151,1368,1691,2120,19215
51,125,99999,1108,1151,1368,1691,2120,14865
51,540,99999,1108,1151,1368,1691,2120,46485
13,47,99999,775,797,949,1234,1484,65870
13,83,99999,775,797,949,1234,1484,16280
13,295,99999,775,797,949,1234,1484,68610
47,65,99999,775,797,949,1234,1484,354590
47,115,99999,775,797,949,1234,1484,28355
47,153,99999,775,797,949,1234,1484,14655
56,21,99999,715,746,950,1349,1626,97030
17,31,99999,1150,1261,1456,1844,2193,5238540
17,43,99999,1150,1261,1456,1844,2193,931825
17,89,99999,1150,1261,1456,1844,2193,529400
17,97,99999,1150,1261,1456,1844,2193,704475
17,111,99999,1150,1261,1456,1844,2193,308045
17,197,99999,1150,1261,1456,1844,2193,687725
17,37,99999,751,854,1099,1561,1881,104475
18,89,99999,676,827,1018,1258,1420,488695
18,111,99999,676,827,1018,1258,1420,14055
18,127,99999,676,827,1018,1258,1420,167390
17,63,99999,971,977,1286,1616,1744,50335
17,93,99999,1101,1109,1452,2063,2118,122935
55,59,99999,752,860,1132,1469,1636,167885
18,73,99999,721,726,955,1227,1295,33450
6,7,99999,887,961,1264,1785,2163,225205
18,29,99999,690,797,1039,1398,1591,49565
18,115,99999,690,797,1039,1398,1591,5910
21,15,99999,690,797,1039,1398,1591,127680
21,23,99999,690,797,1039,1398,1591,8330
21,37,99999,690,797,1039,1398,1591,91805
21,77,99999,690,797,1039,1398,1591,8650
21,117,99999,690,797,1039,1398,1591,163985
21,191,99999,690,797,1039,1398,1591,14530
39,17,99999,690,797,1039,1398,1591,375700
39,25,99999,690,797,1039,1398,1591,202165
