fips2010,rent_50_0,rent_50_1,rent_50_2,rent_50_3,rent_50_4,state,county,cousub,pop2010,hu2010,state_alpha
500399999,491,543,643,840,876,5,3,99999,21853,10137,AR
500599999,534,550,731,967,996,5,5,99999,41513,22580,AR
500799999,561,596,773,1110,1361,5,7,99999,221339,93084,AR
500999999,488,492,654,951,1152,5,9,99999,36903,16827,AR
501199999,457,538,716,898,975,5,11,99999,11508,5860,AR
501399999,511,583,669,869,975,5,13,99999,5368,2897,AR
501599999,532,535,712,924,1040,5,15,99999,27446,13559,AR
501799999,483,551,633,921,922,5,17,99999,11800,5421,AR
501999999,505,508,676,921,1090,5,19,99999,22995,10385,AR
502199999,473,476,633,894,922,5,21,99999,16083,8031,AR
502399999,530,534,710,991,1070,5,23,99999,25970,15826,AR
502599999,507,568,731,916,1138,5,25,99999,8689,4064,AR
502799999,451,551,633,921,960,5,27,99999,24552,11596,AR
502999999,570,574,763,957,1104,5,29,99999,21273,9720,AR
503199999,507,630,764,1076,1076,5,31,99999,96443,40515,AR
503399999,506,545,725,981,1169,5,33,99999,61948,26115,AR
503599999,670,753,889,1212,1405,5,35,99999,50902,21489,AR
503799999,541,544,724,908,986,5,37,99999,17870,7853,AR
503999999,473,476,633,883,886,5,39,99999,8116,4305,AR
504199999,473,476,633,854,922,5,41,99999,13008,6261,AR
504399999,508,511,680,902,926,5,43,99999,18509,8408,AR
504599999,622,719,862,1154,1370,5,45,99999,113237,46612,AR
504799999,490,493,656,822,956,5,47,99999,18125,8021,AR
504999999,473,476,633,859,862,5,49,99999,12245,6778,AR
505199999,561,612,814,1021,1186,5,51,99999,96024,50548,AR
505399999,533,643,738,1065,1192,5,53,99999,17853,7758,AR
505599999,550,589,721,965,1178,5,55,99999,42090,17892,AR
505799999,506,521,663,831,903,5,57,99999,22609,10419,AR
505999999,528,586,691,906,1103,5,59,99999,32923,14332,AR
506199999,411,484,644,818,938,5,61,99999,13789,6238,AR
506399999,502,505,672,843,951,5,63,99999,36647,16187,AR
506599999,473,476,633,859,862,5,65,99999,13696,7232,AR
506799999,418,492,655,821,1009,5,67,99999,17997,7601,AR
506999999,507,568,731,916,1138,5,69,99999,77435,33006,AR
507199999,514,517,688,901,975,5,71,99999,25540,11311,AR
507399999,483,511,633,819,1034,5,73,99999,7645,4353,AR
507599999,494,497,633,849,971,5,75,99999,17415,8000,AR
507799999,473,476,633,874,1029,5,77,99999,10424,4356,AR
507999999,507,568,731,916,1138,5,79,99999,14134,4860,AR
508199999,450,476,633,804,918,5,81,99999,13171,6460,AR
508399999,483,551,633,835,908,5,83,99999,22353,10108,AR
508599999,622,719,862,1154,1370,5,85,99999,68356,27239,AR
508799999,561,596,773,1110,1361,5,87,99999,15717,7481,AR
508999999,440,504,633,801,1115,5,89,99999,16653,9354,AR
509199999,592,665,843,1084,1249,5,91,99999,43462,19281,AR
509399999,512,516,686,885,934,5,93,99999,46480,20459,AR
509599999,492,504,644,812,1134,5,95,99999,8149,4455,AR
509799999,486,489,651,816,948,5,97,99999,9487,5763,AR
509999999,503,506,673,867,917,5,99,99999,8997,4563,AR
510199999,478,481,633,921,922,5,101,99999,8330,4664,AR
510399999,521,524,637,850,980,5,103,99999,26120,13121,AR
510599999,622,719,862,1154,1370,5,105,99999,10445,4907,AR
510799999,479,482,641,930,1129,5,107,99999,21757,10126,AR
510999999,536,551,633,794,917,5,109,99999,11291,5580,AR
511199999,473,476,633,859,862,5,111,99999,24583,10923,AR
511399999,473,476,633,794,1028,5,113,99999,20662,10002,AR
511599999,515,518,689,1002,1112,5,115,99999,61754,25551,AR
511799999,473,476,633,852,922,5,117,99999,8715,4503,AR
511999999,622,719,862,1154,1370,5,119,99999,382748,175555,AR
512199999,475,478,636,797,926,5,121,99999,17969,8513,AR
512399999,473,476,633,921,1115,5,123,99999,28258,10903,AR
512599999,622,719,862,1154,1370,5,125,99999,107118,44811,AR
512799999,473,476,633,794,922,5,127,99999,11233,5193,AR
512999999,483,508,633,856,922,5,129,99999,8195,4900,AR
513199999,506,545,725,981,1169,5,131,99999,125744,54651,AR
513399999,406,478,636,797,926,5,133,99999,17058,6887,AR
513599999,405,477,635,839,938,5,135,99999,17264,9822,AR
513799999,491,494,657,824,895,5,137,99999,12394,6712,AR
513999999,592,605,699,876,1173,5,139,99999,41639,19653,AR
514199999,479,483,642,842,895,5,141,99999,17295,10345,AR
514399999,561,596,773,1110,1361,5,143,99999,203065,87808,AR
514599999,527,530,687,983,1210,5,145,99999,77076,32488,AR
514799999,407,476,633,794,862,5,147,99999,7260,3893,AR
514999999,500,504,633,921,1015,5,149,99999,22185,9752,AR
600199999,1660,2000,2511,3470,4254,6,1,99999,1510271,582549,CA
600399999,695,764,1012,1442,1637,6,3,99999,1175,1760,CA
600599999,757,829,1102,1590,1762,6,5,99999,38091,18032,CA
600799999,758,834,1055,1535,1796,6,7,99999,220000,95835,CA
600999999,668,822,972,1414,1712,6,9,99999,45578,27925,CA
601199999,572,780,896,1303,1509,6,11,99999,21419,7883,CA
601399999,1660,2000,2511,3470,4254,6,13,99999,1049025,400263,CA
601599999,643,759,936,1327,1530,6,15,99999,28610,11186,CA
601799999,807,916,1157,1683,2038,6,17,99999,181058,88159,CA
601999999,741,819,1018,1453,1699,6,19,99999,930450,315531,CA
602199999,598,655,871,1136,1186,6,21,99999,28122,10778,CA
602399999,683,780,1023,1488,1712,6,23,99999,134623,61559,CA
602599999,605,723,948,1262,1645,6,25,99999,174528,56067,CA
602799999,801,805,972,1387,1392,6,27,99999,18546,9478,CA
602999999,719,744,968,1395,1659,6,29,99999,839631,284367,CA
603199999,805,810,1000,1433,1610,6,31,99999,152982,43867,CA
603399999,630,762,988,1437,1594,6,33,99999,64665,35492,CA
603599999,639,699,930,1307,1503,6,35,99999,34895,12710,CA
603799999,1154,1388,1798,2412,2667,6,37,99999,9818605,3445076,CA
603999999,763,768,1021,1444,1643,6,39,99999,150865,49140,CA
604199999,2179,2704,3377,4404,4692,6,41,99999,252409,111214,CA
604399999,679,777,989,1395,1686,6,43,99999,18251,10188,CA
604599999,753,826,1098,1552,1757,6,45,99999,87841,40323,CA
604799999,574,660,837,1217,1449,6,47,99999,255793,83698,CA
604999999,479,533,697,1014,1127,6,49,99999,9686,5192,CA
605199999,844,988,1314,1652,2125,6,51,99999,14202,13912,CA
605399999,1056,1227,1534,2220,2371,6,53,99999,415057,139048,CA
605599999,1095,1303,1716,2491,2760,6,55,99999,136484,54759,CA
605799999,829,977,1300,1891,2273,6,57,99999,98764,52590,CA
605999999,1396,1610,2024,2833,3285,6,59,99999,3010232,1048907,CA
606199999,807,916,1157,1683,2038,6,61,99999,348432,152648,CA
606399999,629,798,916,1243,1413,6,63,99999,20007,15566,CA
606599999,833,1003,1253,1754,2172,6,65,99999,2189641,800707,CA
606799999,807,916,1157,1683,2038,6,67,99999,1418788,555932,CA
606999999,1379,1389,1847,2687,3253,6,69,99999,55269,17870,CA
607199999,833,1003,1253,1754,2172,6,71,99999,2035210,699637,CA
607399999,1257,1400,1816,2612,3198,6,73,99999,3095313,1164786,CA
607599999,2179,2704,3377,4404,4692,6,75,99999,805235,376942,CA
607799999,668,790,1048,1524,1846,6,77,99999,685306,233755,CA
607999999,1031,1176,1516,2205,2670,6,79,99999,269637,117315,CA
608199999,2179,2704,3377,4404,4692,6,81,99999,718451,271031,CA
608399999,1468,1725,2021,2744,3195,6,83,99999,423895,152834,CA
608599999,1873,2217,2753,3785,4303,6,85,99999,1781642,631920,CA
608799999,1348,1589,2113,2812,3184,6,87,99999,262382,104476,CA
608999999,700,759,974,1417,1715,6,89,99999,177223,77313,CA
609199999,871,957,1268,1590,2051,6,91,99999,3240,2328,CA
609399999,565,666,886,1227,1460,6,93,99999,44900,23910,CA
609599999,920,1145,1412,2054,2486,6,95,99999,413344,152698,CA
609799999,1302,1511,1961,2852,3454,6,97,99999,483878,204572,CA
609999999,769,855,1094,1562,1873,6,99,99999,514453,179503,CA
610199999,716,720,942,1370,1659,6,101,99999,94737,33858,CA
610399999,590,646,859,1168,1172,6,103,99999,63463,26987,CA
610599999,635,695,924,1328,1627,6,105,99999,13786,8681,CA
610799999,674,678,902,1279,1495,6,107,99999,442179,141696,CA
610999999,697,795,1020,1401,1594,6,109,99999,55365,31244,CA
611199999,1187,1399,1861,2627,3144,6,111,99999,823318,281695,CA
611399999,917,978,1301,1845,2291,6,113,99999,200849,75054,CA
611599999,716,720,942,1370,1659,6,115,99999,72155,27635,CA
800199999,1021,1226,1543,2211,2558,8,1,99999,441603,163136,CO
800399999,666,670,812,1140,1244,8,3,99999,15445,6554,CO
800599999,1021,1226,1543,2211,2558,8,5,99999,572003,238301,CO
800799999,763,768,990,1347,1535,8,7,99999,12084,8762,CO
800999999,590,607,697,1014,1228,8,9,99999,3788,2248,CO
801199999,622,626,830,1079,1130,8,11,99999,6499,2242,CO
801399999,1170,1290,1577,2220,2536,8,13,99999,294567,127071,CO
801499999,1021,1226,1543,2211,2558,8,14,99999,55889,22646,CO
801599999,589,694,923,1253,1257,8,15,99999,17809,10020,CO
801799999,530,534,710,890,982,8,17,99999,1836,975,CO
801999999,1021,1226,1543,2211,2558,8,19,99999,9088,5685,CO
802199999,590,604,697,941,949,8,21,99999,8256,4286,CO
802399999,606,610,786,985,1205,8,23,99999,3524,2613,CO
802599999,642,660,758,950,1059,8,25,99999,5823,1559,CO
802799999,610,614,792,1152,1395,8,27,99999,4255,3956,CO
802999999,712,717,953,1281,1358,8,29,99999,30952,14572,CO
803199999,1021,1226,1543,2211,2558,8,31,99999,600158,285797,CO
803399999,595,612,703,1023,1077,8,33,99999,2064,1468,CO
803599999,1021,1226,1543,2211,2558,8,35,99999,285465,106859,CO
803799999,992,1241,1555,1950,2359,8,37,99999,52197,31312,CO
803999999,1021,1226,1543,2211,2558,8,39,99999,23086,8939,CO
804199999,705,860,1106,1609,1948,8,41,99999,622263,252852,CO
804399999,629,633,809,1145,1303,8,43,99999,46824,19242,CO
804599999,957,964,1254,1775,2181,8,45,99999,56389,23309,CO
804799999,1021,1226,1543,2211,2558,8,47,99999,5441,3560,CO
804999999,708,835,1110,1506,1730,8,49,99999,14843,16061,CO
805199999,639,816,1002,1388,1759,8,51,99999,15324,11412,CO
805399999,665,825,948,1313,1453,8,53,99999,843,1388,CO
805599999,609,613,793,1076,1080,8,55,99999,6711,5075,CO
805799999,731,735,948,1189,1453,8,57,99999,1394,1286,CO
805999999,1021,1226,1543,2211,2558,8,59,99999,534543,229967,CO
806199999,647,652,840,1053,1144,8,61,99999,1398,805,CO
806399999,553,556,717,913,1263,8,63,99999,8270,3527,CO
806599999,824,829,1002,1336,1536,8,65,99999,7310,4271,CO
806799999,840,934,1131,1645,1825,8,67,99999,51334,25860,CO
806999999,832,963,1177,1712,2073,8,69,99999,299630,132722,CO
807199999,668,673,895,1230,1316,8,71,99999,15507,8217,CO
807399999,581,585,778,1025,1192,8,73,99999,5467,2420,CO
807599999,643,647,803,1168,1402,8,75,99999,22709,8981,CO
807799999,622,670,891,1296,1569,8,77,99999,146723,62644,CO
807999999,755,760,980,1358,1502,8,79,99999,712,1201,CO
808199999,712,716,847,1226,1462,8,81,99999,13795,6196,CO
808399999,655,659,784,1140,1381,8,83,99999,25535,12094,CO
808599999,722,727,967,1339,1344,8,85,99999,41276,18250,CO
808799999,606,616,819,1098,1162,8,87,99999,28159,11490,CO
808999999,611,615,818,1026,1114,8,89,99999,18831,8969,CO
809199999,765,928,1200,1623,1839,8,91,99999,4436,3083,CO
809399999,1021,1226,1543,2211,2558,8,93,99999,16206,13947,CO
809599999,560,564,750,940,1149,8,95,99999,4442,2087,CO
809799999,1199,1414,1880,2551,2561,8,97,99999,17148,12953,CO
809999999,584,587,697,941,1072,8,99,99999,12551,5942,CO
810199999,616,620,825,1168,1333,8,101,99999,159063,69526,CO
810399999,658,662,854,1173,1177,8,103,99999,6666,3309,CO
810599999,590,607,697,1012,1106,8,105,99999,11982,6630,CO
810799999,1048,1054,1315,1913,2015,8,107,99999,23509,16303,CO
810999999,542,546,726,1056,1113,8,109,99999,6108,3843,CO
811199999,999,1005,1296,1625,1986,8,111,99999,699,756,CO
811399999,1074,1265,1683,2163,2493,8,113,99999,7359,6638,CO
811599999,521,524,697,881,1007,8,115,99999,2379,1415,CO
811799999,1138,1146,1524,1911,2076,8,117,99999,27994,29842,CO
811999999,701,846,1099,1582,1936,8,119,99999,23350,12643,CO
812199999,615,633,727,942,1114,8,121,99999,4814,2434,CO
812399999,673,801,1009,1468,1777,8,123,99999,252825,96281,CO
812599999,528,532,707,1028,1139,8,125,99999,10043,4466,CO
900104720,1099,1371,1723,2160,2690,9,1,4720,18584,7310,CT
900108070,910,1087,1369,1716,2119,9,1,8070,144229,57012,CT
900108980,1099,1371,1723,2160,2690,9,1,8980,16452,6562,CT
900118500,1099,1371,1723,2160,2690,9,1,18500,80893,31154,CT
900118850,1396,1731,2189,2804,3339,9,1,18850,20732,7074,CT
900123890,910,1087,1369,1716,2119,9,1,23890,7490,2715,CT
900126620,910,1087,1369,1716,2119,9,1,26620,59404,21648,CT
900133620,1396,1731,2189,2804,3339,9,1,33620,61171,25631,CT
900148620,910,1087,1369,1716,2119,9,1,48620,19479,6918,CT
900150580,1396,1731,2189,2804,3339,9,1,50580,19738,7551,CT
900150860,1099,1371,1723,2160,2690,9,1,50860,13881,5593,CT
900152980,1099,1371,1723,2160,2690,9,1,52980,27560,10061,CT
900156060,1396,1731,2189,2804,3339,9,1,56060,85603,35415,CT
900163480,1099,1371,1723,2160,2690,9,1,63480,9158,3811,CT
900163970,1099,1371,1723,2160,2690,9,1,63970,24638,9420,CT
900168170,910,1087,1369,1716,2119,9,1,68170,39559,16146,CT
900168310,1099,1371,1723,2160,2690,9,1,68310,3581,1831,CT
900173070,1396,1731,2189,2804,3339,9,1,73070,122643,50573,CT
900174190,910,1087,1369,1716,2119,9,1,74190,51384,21091,CT
900177200,910,1087,1369,1716,2119,9,1,77200,36018,13157,CT
900183430,1396,1731,2189,2804,3339,9,1,83430,10179,3674,CT
900183500,1396,1731,2189,2804,3339,9,1,83500,26391,10399,CT
900186370,1396,1731,2189,2804,3339,9,1,86370,18062,6475,CT
900302060,807,997,1242,1557,1737,9,3,2060,18098,7389,CT
900304300,807,997,1242,1557,1737,9,3,4300,19866,8140,CT
900305910,807,997,1242,1557,1737,9,3,5910,20486,9019,CT
900308490,807,997,1242,1557,1737,9,3,8490,60477,27011,CT
900310100,807,997,1242,1557,1737,9,3,10100,9301,3389,CT
900312270,807,997,1242,1557,1737,9,3,12270,10292,4339,CT
900322070,807,997,1242,1557,1737,9,3,22070,5148,2152,CT
900322630,807,997,1242,1557,1737,9,3,22630,51252,21328,CT
900324800,807,997,1242,1557,1737,9,3,24800,11162,5045,CT
900325990,807,997,1242,1557,1737,9,3,25990,44654,17558,CT
900327600,807,997,1242,1557,1737,9,3,27600,25340,11106,CT
900331240,807,997,1242,1557,1737,9,3,31240,34427,13656,CT
900332640,807,997,1242,1557,1737,9,3,32640,11282,4360,CT
900337070,807,997,1242,1557,1737,9,3,37070,124775,51822,CT
900337140,807,997,1242,1557,1737,9,3,37140,2114,856,CT
900344700,807,997,1242,1557,1737,9,3,44700,58241,25996,CT
900345820,807,997,1242,1557,1737,9,3,45820,6404,2389,CT
900350440,807,997,1242,1557,1737,9,3,50440,73206,31226,CT
900352140,807,997,1242,1557,1737,9,3,52140,30562,13011,CT
900360120,807,997,1242,1557,1737,9,3,60120,17716,8063,CT
900365370,807,997,1242,1557,1737,9,3,65370,19709,8843,CT
900368940,807,997,1242,1557,1737,9,3,68940,23511,9123,CT
900370550,807,997,1242,1557,1737,9,3,70550,43069,17447,CT
900371390,807,997,1242,1557,1737,9,3,71390,25709,10243,CT
900374540,807,997,1242,1557,1737,9,3,74540,15735,5469,CT
900382590,807,997,1242,1557,1737,9,3,82590,63268,26396,CT
900384900,807,997,1242,1557,1737,9,3,84900,26668,11677,CT
900387000,807,997,1242,1557,1737,9,3,87000,29044,11767,CT
900387070,807,997,1242,1557,1737,9,3,87070,12498,5429,CT
900502760,745,913,1168,1482,1591,9,5,2760,3799,1589,CT
900504930,745,913,1168,1482,1591,9,5,4930,3607,1575,CT
900508210,745,913,1168,1482,1591,9,5,8210,1727,881,CT
900510940,745,913,1168,1482,1591,9,5,10940,1234,779,CT
900516050,745,913,1168,1482,1591,9,5,16050,1485,722,CT
900517240,745,913,1168,1482,1591,9,5,17240,1420,1007,CT
900532290,745,913,1168,1482,1591,9,5,32290,2976,1664,CT
900537280,745,913,1168,1482,1591,9,5,37280,5642,2282,CT
900540290,745,913,1168,1482,1591,9,5,40290,2979,1665,CT
900543370,745,913,1168,1482,1591,9,5,43370,8466,3975,CT
900549460,745,913,1168,1482,1591,9,5,49460,2388,1314,CT
900551350,745,913,1168,1482,1591,9,5,51350,6970,2923,CT
900552630,745,913,1168,1482,1591,9,5,52630,28142,11731,CT
900553470,745,913,1168,1482,1591,9,5,53470,1709,967,CT
900554030,745,913,1168,1482,1591,9,5,54030,3315,1587,CT
900560750,745,913,1168,1482,1591,9,5,60750,12243,5109,CT
900565930,745,913,1168,1482,1591,9,5,65930,2262,1167,CT
900566420,745,913,1168,1482,1591,9,5,66420,3741,2593,CT
900567960,745,913,1168,1482,1591,9,5,67960,2782,1775,CT
900575730,745,913,1168,1482,1591,9,5,75730,7887,3276,CT
900576570,745,913,1168,1482,1591,9,5,76570,36383,16761,CT
900579510,745,913,1168,1482,1591,9,5,79510,1461,811,CT
900579720,745,913,1168,1482,1591,9,5,79720,3578,2124,CT
900580490,745,913,1168,1482,1591,9,5,80490,22514,9096,CT
900586440,745,913,1168,1482,1591,9,5,86440,11242,5613,CT
900587910,745,913,1168,1482,1591,9,5,87910,9975,4564,CT
900714300,807,997,1242,1557,1737,9,7,14300,3994,1923,CT
900715350,947,1117,1485,2160,2616,9,7,15350,13260,6065,CT
900718080,807,997,1242,1557,1737,9,7,18080,14005,6001,CT
900719130,947,1117,1485,2160,2616,9,7,19130,4629,2096,CT
900720810,807,997,1242,1557,1737,9,7,20810,7388,2694,CT
900722280,807,997,1242,1557,1737,9,7,22280,9126,4508,CT
900722490,807,997,1242,1557,1737,9,7,22490,12959,5485,CT
900726270,947,1117,1485,2160,2616,9,7,26270,6683,3261,CT
900735230,807,997,1242,1557,1737,9,7,35230,8346,3504,CT
900740710,947,1117,1485,2160,2616,9,7,40710,6525,2598,CT
900747080,807,997,1242,1557,1737,9,7,47080,4425,1863,CT
900747360,807,997,1242,1557,1737,9,7,47360,47648,21223,CT
900757320,947,1117,1485,2160,2616,9,7,57320,10242,5602,CT
900761800,807,997,1242,1557,1737,9,7,61800,9508,4077,CT
900781680,947,1117,1485,2160,2616,9,7,81680,6938,3937,CT
900901220,968,1127,1389,1741,2059,9,9,1220,19249,8148,CT
900903250,968,1127,1389,1741,2059,9,9,3250,6049,2509,CT
900904580,1032,1149,1389,1778,2116,9,9,4580,5563,2044,CT
900907310,1032,1149,1389,1778,2116,9,9,7310,28026,13972,CT
900914160,1032,1149,1389,1778,2116,9,9,14160,29261,10424,CT
900919550,968,1127,1389,1741,2059,9,9,19550,12902,5849,CT
900922910,1032,1149,1389,1778,2116,9,9,22910,29257,12533,CT
900934950,1032,1149,1389,1778,2116,9,9,34950,22375,9596,CT
900935650,1032,1149,1389,1778,2116,9,9,35650,60960,25114,CT
900944560,1032,1149,1389,1778,2116,9,9,44560,18269,8049,CT
900946520,1032,1149,1389,1778,2116,9,9,46520,60868,25892,CT
900946940,705,899,1106,1387,1520,9,9,46940,7575,2892,CT
900947535,968,1127,1389,1741,2059,9,9,47535,52759,23074,CT
900949950,705,899,1106,1387,1520,9,9,49950,31862,13061,CT
900952070,1032,1149,1389,1778,2116,9,9,52070,129779,54967,CT
900953890,1032,1149,1389,1778,2116,9,9,53890,14407,5629,CT
900954870,1032,1149,1389,1778,2116,9,9,54870,24093,9491,CT
900957600,1032,1149,1389,1778,2116,9,9,57600,13956,5345,CT
900958300,968,1127,1389,1741,2059,9,9,58300,12683,4746,CT
900962290,705,899,1106,1387,1520,9,9,62290,9405,3474,CT
900967610,968,1127,1389,1741,2059,9,9,67610,16540,6968,CT
900969640,705,899,1106,1387,1520,9,9,69640,19904,9091,CT
900978740,1032,1149,1389,1778,2116,9,9,78740,45135,18945,CT
900980070,705,899,1106,1387,1520,9,9,80070,110366,47991,CT
900982870,1032,1149,1389,1778,2116,9,9,82870,55564,22446,CT
900987560,705,899,1106,1387,1520,9,9,87560,16680,6276,CT
