fips2010,rent_50_0,rent_50_1,rent_50_2,rent_50_3,rent_50_4,state,county,cousub,pop2010,hu2010,state_alpha
4805999999,642,667,882,1142,1467,48,59,99999,13544,6549,TX
4825399999,642,667,882,1142,1467,48,253,99999,20202,7422,TX
4844199999,642,667,882,1142,1467,48,441,99999,131506,55750,TX
7200399999,388,398,456,606,732,72,3,99999,41959,18258,PR
7200599999,388,398,456,606,732,72,5,99999,60949,28430,PR
7201199999,388,398,456,606,732,72,11,99999,29261,12755,PR
7207199999,388,398,456,606,732,72,71,99999,45631,21267,PR
7208199999,388,398,456,606,732,72,81,99999,30753,12956,PR
7209999999,388,398,456,606,732,72,99,99999,40109,16800,PR
7211799999,388,398,456,606,732,72,117,99999,15200,9694,PR
7213199999,388,398,456,606,732,72,131,99999,42430,18695,PR
7214199999,379,389,445,558,602,72,141,99999,33149,14192,PR
3913399999,564,667,868,1092,1173,39,133,99999,161419,67472,OH
3915399999,564,667,868,1092,1173,39,153,99999,541781,245109,OH
1300799999,591,604,727,958,1037,13,7,99999,3451,1652,GA
1309599999,591,604,727,958,1037,13,95,99999,94565,40801,GA
1317799999,591,604,727,958,1037,13,177,99999,28298,10276,GA
1327399999,591,604,727,958,1037,13,273,99999,9315,4080,GA
1332199999,591,604,727,958,1037,13,321,99999,21679,9251,GA
4104399999,678,798,1056,1525,1746,41,43,99999,116672,48821,OR
3600199999,821,966,1192,1493,1611,36,1,99999,304204,137739,NY
3608399999,821,966,1192,1493,1611,36,83,99999,159429,71475,NY
3609199999,821,966,1192,1493,1611,36,91,99999,219607,98656,NY
3609399999,821,966,1192,1493,1611,36,93,99999,154727,68196,NY
3609599999,821,966,1192,1493,1611,36,95,99999,32749,17231,NY
3500199999,605,763,941,1361,1618,35,1,99999,662564,284234,NM
3504399999,605,763,941,1361,1618,35,43,99999,131561,52287,NM
3505799999,605,763,941,1361,1618,35,57,99999,16383,7798,NM
3506199999,605,763,941,1361,1618,35,61,99999,76569,30085,NM
2204399999,527,658,821,1077,1257,22,43,99999,22309,8886,LA
2207999999,527,658,821,1077,1257,22,79,99999,131613,55684,LA
4202599999,778,936,1192,1546,1611,42,25,99999,65249,34299,PA
4207799999,778,936,1192,1546,1611,42,77,99999,349497,142613,PA
4209599999,778,936,1192,1546,1611,42,95,99999,297735,120363,PA
3404199999,992,1130,1371,1718,1927,34,41,99999,108692,44925,NJ
4201399999,644,684,854,1070,1154,42,13,99999,127089,56276,PA
4801199999,594,702,912,1233,1389,48,11,99999,1901,904,TX
4806599999,594,702,912,1233,1389,48,65,99999,6182,2784,TX
4837599999,594,702,912,1233,1389,48,375,99999,121073,47271,TX
4838199999,594,702,912,1233,1389,48,381,99999,120725,51587,TX
4835999999,635,752,976,1223,1487,48,359,99999,2052,841,TX
1916999999,707,803,969,1318,1615,19,169,99999,89542,36789,IA
202099999,989,1067,1394,2016,2449,2,20,99999,291826,113032,AK
217099999,803,852,1127,1630,1980,2,170,99999,88995,41329,AK
2616199999,972,1004,1232,1620,1992,26,161,99999,344791,147573,MI
101599999,485,545,718,941,1095,1,15,99999,118572,53289,AL
5501599999,607,642,830,1183,1188,55,15,99999,48971,19695,WI
5508799999,607,642,830,1183,1188,55,87,99999,176695,73149,WI
7201399999,381,383,468,622,742,72,13,99999,96440,43253,PR
7202799999,381,383,468,622,742,72,27,99999,35159,14431,PR
7206599999,381,383,468,622,742,72,65,99999,41953,17365,PR
7211599999,404,408,474,661,756,72,115,99999,25919,10754,PR
3702199999,870,875,1088,1485,1911,37,21,99999,238318,113365,NC
3708999999,870,875,1088,1485,1911,37,89,99999,106740,54710,NC
3711599999,870,875,1088,1485,1911,37,115,99999,20764,10608,NC
3708799999,653,785,899,1156,1493,37,87,99999,59036,34954,NC
1305999999,666,714,840,1137,1394,13,59,99999,116714,51068,GA
1319599999,666,714,840,1137,1394,13,195,99999,28120,11784,GA
1321999999,666,714,840,1137,1394,13,219,99999,32808,12383,GA
1322199999,666,714,840,1137,1394,13,221,99999,14899,6484,GA
1301399999,1005,1031,1180,1522,1870,13,13,99999,69367,26400,GA
1301599999,1005,1031,1180,1522,1870,13,15,99999,100157,39823,GA
1304599999,1005,1031,1180,1522,1870,13,45,99999,110527,44607,GA
1305799999,1005,1031,1180,1522,1870,13,57,99999,214346,82360,GA
1306399999,1005,1031,1180,1522,1870,13,63,99999,259424,104705,GA
1306799999,1005,1031,1180,1522,1870,13,67,99999,688078,286490,GA
1307799999,1005,1031,1180,1522,1870,13,77,99999,127317,50171,GA
1308599999,1005,1031,1180,1522,1870,13,85,99999,22330,10425,GA
1308999999,1005,1031,1180,1522,1870,13,89,99999,691893,304968,GA
1309799999,1005,1031,1180,1522,1870,13,97,99999,132403,51672,GA
1311399999,1005,1031,1180,1522,1870,13,113,99999,106567,40793,GA
1311799999,1005,1031,1180,1522,1870,13,117,99999,175511,64052,GA
1312199999,1005,1031,1180,1522,1870,13,121,99999,920581,437105,GA
1313599999,1005,1031,1180,1522,1870,13,135,99999,805321,291547,GA
1314999999,1005,1031,1180,1522,1870,13,149,99999,11834,5148,GA
1315199999,1005,1031,1180,1522,1870,13,151,99999,203922,76533,GA
1315999999,1005,1031,1180,1522,1870,13,159,99999,13900,6153,GA
