cfips,pop_2010,pop_2015,pop_2020,pop_5yr_pct_chg,pop_10yr_pct_chg
06095,413963.0,433378.0,446935.0,3.128216014656951,7.964963052253462
06097,484675.0,500598.0,489819.0,-2.153224743207124,1.0613297570536957
06099,515137.0,532954.0,550081.0,3.2135981716996214,6.783438192170238
06101,94742.0,95224.0,96385.0,1.2192304461060237,1.7341833611281163
06103,63562.0,63150.0,64494.0,2.1282660332541568,1.4662848871967529
06105,13755.0,13094.0,12216.0,-6.705361234153047,-11.1886586695747
06107,442953.0,456794.0,468680.0,2.6020481880234856,5.808065415518125
06109,55164.0,53599.0,54515.0,1.7089871079684322,-1.17649191501704
06111,825144.0,845599.0,841387.0,-0.49810844147166683,1.9685048912674636
06113,201061.0,211998.0,219728.0,3.646260813781262,9.284247069297377
06115,72345.0,74039.0,80160.0,8.267264549764313,10.802405142027784
08001,443692.0,490448.0,519883.0,6.001655629139073,17.172047276038334
08003,15515.0,15894.0,16180.0,1.7994211652195797,4.286174669674509
08005,575124.0,631688.0,657452.0,4.078595762465015,14.314826020127834
08007,12048.0,12399.0,14196.0,14.493104282603436,17.828685258964143
08009,3807.0,3554.0,3555.0,0.028137310073157007,-6.619385342789598
08011,6500.0,5891.0,5356.0,-9.08164997453743,-17.6
08013,295056.0,318408.0,327171.0,2.752129343483832,10.88437449162193
08014,56212.0,64914.0,72236.0,11.279539082478356,28.506368746886785
08015,17808.0,18635.0,20661.0,10.87201502548967,16.02088948787062
08017,1833.0,1826.0,1795.0,-1.6976998904709748,-2.073104200763775
08019,9084.0,9246.0,9586.0,3.6772658446895954,5.526199911933069
08021,8312.0,8064.0,8143.0,0.9796626984126984,-2.0332050048123196
08023,3529.0,3576.0,3921.0,9.64765100671141,11.107962595636158
08025,5859.0,5633.0,5696.0,1.1184093733357003,-2.7820447175285885
08027,4278.0,4434.0,5183.0,16.892196662156067,21.154745208041142
08029,30858.0,29925.0,31067.0,3.816207184628237,0.6772960010370083
08031,603012.0,683328.0,735538.0,7.6405474384190315,21.977340417769465
08033,2069.0,1980.0,2096.0,5.858585858585859,1.304978250362494
08035,287011.0,322333.0,360750.0,11.918419770858089,25.692046646295786
08037,52098.0,53863.0,54929.0,1.9790951116722053,5.433989788475565
08039,23137.0,24634.0,27313.0,10.875213120077941,18.049012404373947
08041,627088.0,674094.0,728310.0,8.042795218471014,16.141594162222844
08043,46834.0,46327.0,47867.0,3.3241953936149544,2.205662552846223
08045,56072.0,57724.0,60366.0,4.57695239415148,7.658011128549008
08047,5471.0,5813.0,6235.0,7.2595905728539485,13.964540303418023
08049,14795.0,14742.0,15794.0,7.136073802740469,6.752281176072998
08051,15290.0,16125.0,17593.0,9.103875968992249,15.062132112491824
08053,844.0,762.0,808.0,6.036745406824147,-4.265402843601896
08055,6681.0,6408.0,6883.0,7.412609238451935,3.0234994761263283
08057,1388.0,1352.0,1389.0,2.7366863905325443,0.07204610951008646
08059,535567.0,565240.0,583283.0,3.1920953931073526,8.909436167650359
08061,1404.0,1386.0,1458.0,5.194805194805195,3.8461538461538463
08063,8271.0,8223.0,7121.0,-13.401434999391949,-13.904001934469834
08065,7263.0,7455.0,7987.0,7.136150234741784,9.96833264491257
08067,51416.0,54776.0,56564.0,3.264203300715642,10.012447487163529
08069,300453.0,333637.0,360428.0,8.029984683952918,19.961524764272614
08071,15422.0,14048.0,14420.0,2.6480637813211847,-6.4972117753858125
08073,5471.0,5545.0,5680.0,2.434625788999098,3.8201425699140925
08075,22749.0,22484.0,21974.0,-2.2682796655399393,-3.406743153545211
08077,146266.0,148159.0,155603.0,5.024331967683367,6.3835751302421615
08079,704.0,742.0,773.0,4.177897574123989,9.801136363636363
08081,13795.0,12946.0,13144.0,1.5294299397497297,-4.719101123595506
08083,25576.0,25763.0,26408.0,2.5035904203702986,3.2530497341257427
08085,41182.0,40609.0,43322.0,6.680785047649536,5.196445048807732
08087,28243.0,28245.0,28941.0,2.464152947424323,2.4714088446694755
08089,18857.0,18182.0,18201.0,0.1044989550104499,-3.4788142334411623
08091,4457.0,4611.0,5001.0,8.458035133376708,12.205519407673323
08093,16278.0,16739.0,18955.0,13.238544715932852,16.44550927632387
08095,4471.0,4328.0,4367.0,0.9011090573012939,-2.3261015432789085
08097,17156.0,17962.0,17894.0,-0.3785769958801915,4.301702028444859
08099,12546.0,11937.0,12106.0,1.415766105386613,-3.5070938944683565
08101,159401.0,163101.0,169823.0,4.121372646397018,6.538227489162552
08103,6623.0,6487.0,6342.0,-2.23523971018961,-4.2427902763098295
08105,12022.0,11355.0,11296.0,-0.5195948921180097,-6.038928630843453
08107,23434.0,24388.0,25560.0,4.805642119074955,9.072288128360501
08109,6135.0,6250.0,6938.0,11.008,13.088834555827221
08111,708.0,690.0,748.0,8.405797101449275,5.649717514124294
08113,7358.0,7850.0,8105.0,3.248407643312102,10.152215275890187
08115,2371.0,2373.0,2260.0,-4.761904761904762,-4.6815689582454665
08117,28075.0,30064.0,30631.0,1.8859765832889834,9.104185218165627
08119,23474.0,23421.0,25529.0,9.000469663976773,8.754366533185653
08121,4808.0,4775.0,4875.0,2.094240837696335,1.3935108153078204
08123,254224.0,286493.0,333983.0,16.57632123647,31.373513122285857
08125,10054.0,10044.0,10047.0,0.02986857825567503,-0.0696240302367217
09001,919371.0,945323.0,942426.0,-0.3064561001900938,2.5076927595062277
09003,895214.0,896563.0,889226.0,-0.8183474000153921,-0.6688903435379697
09005,189762.0,184171.0,179610.0,-2.476502815318373,-5.349859297435735
09007,165624.0,163809.0,161657.0,-1.3137251310978029,-2.395184272810704
09009,863398.0,860506.0,851948.0,-0.9945311247103449,-1.3261554926001682
09011,274019.0,269818.0,264999.0,-1.7860187237322935,-3.291742543400275
09013,153242.0,151815.0,150600.0,-0.8003161742910779,-1.7240704245572362
09015,118543.0,116556.0,116540.0,-0.013727307045540342,-1.6896822250153953
10001,162972.0,173308.0,183643.0,5.963371569690954,12.68377389981101
10003,538792.0,553929.0,561531.0,1.3723780484502526,4.220367043311705
10005,197883.0,214828.0,241635.0,12.478354776844732,22.110034717484574
11001,605282.0,677014.0,712816.0,5.2882215138830215,17.76593389527526
12001,247624.0,259215.0,271218.0,4.630519067183612,9.52815559073434
12003,27067.0,27357.0,29566.0,8.074715794860548,9.232644918166033
12005,169209.0,181678.0,171322.0,-5.7001948502295265,1.2487515439486079
12007,28536.0,26759.0,28593.0,6.853768825441907,0.19974768713204374
12009,544000.0,566133.0,608459.0,7.476335066141702,11.849080882352942
12011,1752843.0,1885435.0,1958105.0,3.8542829638783624,11.710233032850061
12013,14657.0,14412.0,14078.0,-2.3175131834582294,-3.950330899911305
12015,159897.0,172607.0,194711.0,12.805969630432138,21.772766218253
12017,141177.0,140397.0,153010.0,8.983810195374545,8.381676902044951
12019,191453.0,202552.0,221770.0,9.487933962636754,15.835218043070624
12021,322576.0,356288.0,392973.0,10.29644557212143,21.8233842567333
12023,67558.0,68277.0,72654.0,6.410650731578716,7.543148109772344
12027,34935.0,35644.0,38520.0,8.068679160588037,10.26191498497209
12029,16399.0,16352.0,17057.0,4.311399217221135,4.012439782913592
12031,865653.0,911106.0,966728.0,6.104887905468738,11.67615661240705
12033,298069.0,309630.0,322364.0,4.112650582953848,8.150797298612066
12035,96065.0,104533.0,118451.0,13.314455722116461,23.302971946078177
12037,11523.0,11702.0,12201.0,4.264228337036404,5.883884405102838
12039,47792.0,46057.0,45277.0,-1.6935536400547149,-5.262387010378306
12041,17006.0,17394.0,18885.0,8.57192135219041,11.049041514759496
12043,12877.0,13115.0,14198.0,8.257720167746855,10.258600605731148
12045,15826.0,15944.0,13534.0,-15.115403913697943,-14.482497156577784
12047,14686.0,14275.0,14521.0,1.723292469352014,-1.1235189976848698
12049,27731.0,27167.0,26822.0,-1.2699230684286082,-3.2779200173091487
12051,39005.0,39242.0,42813.0,9.099943937617859,9.76285091654916
12053,172978.0,178036.0,198792.0,11.658316295580669,14.923285042028466
12055,98637.0,100204.0,106639.0,6.421899325376232,8.112574388920994
12057,1233511.0,1364645.0,1497957.0,9.768987538883739,21.4384792677163
12059,19844.0,19292.0,19594.0,1.5654157163591125,-1.2598266478532554
12061,138277.0,147547.0,162518.0,10.146597355418951,17.530753487564816
12063,49651.0,48617.0,46085.0,-5.208054795647613,-7.182131276308635
12065,14754.0,14121.0,14543.0,2.988456908150981,-1.430120645248746
12067,8809.0,8722.0,8482.0,-2.751662462737904,-3.71211261210126
12069,297724.0,325338.0,375492.0,15.415967393910334,26.12083674812914
12071,620481.0,700243.0,790767.0,12.927512306442193,27.44419248937518
12073,275981.0,286098.0,295460.0,3.272305293990171,7.058094578974639
12075,40727.0,39630.0,42214.0,6.520312894272016,3.6511405210302748
12077,8352.0,8412.0,8364.0,-0.5706134094151213,0.14367816091954022
12079,19251.0,18485.0,18707.0,1.2009737625101433,-2.8258272297542986
12081,323442.0,362821.0,411219.0,13.339360180364421,27.138405030886528
12083,331341.0,342388.0,373513.0,9.090563921632768,12.727673303334027
12085,146912.0,155674.0,162088.0,4.120148515487493,10.329993465475932
12086,2506986.0,2659549.0,2707303.0,1.7955675943552836,7.990351761038953
12087,73226.0,76758.0,73900.0,-3.723390395789364,0.9204380957583372
12089,73526.0,78022.0,91113.0,16.778600907436363,23.919429861545577
12091,180725.0,198310.0,212820.0,7.3168271897534165,17.759026144694978
12093,40014.0,39833.0,42297.0,6.185825822810233,5.705503073924127
12095,1148590.0,1291844.0,1404396.0,8.712507082898554,22.271306558476045
12097,269841.0,323860.0,385315.0,18.975792008892732,42.793348675701615
12099,1323631.0,1424772.0,1507600.0,5.813421375490254,13.898813188872126
12101,465516.0,495130.0,570412.0,15.204491749641509,22.53327490354789
12103,916428.0,947664.0,976802.0,3.0747184656165056,6.587969813231372
12105,603119.0,648823.0,744552.0,14.754255012538088,23.450264375687052
12107,74223.0,71961.0,74815.0,3.9660371590166896,0.7975964323727146
12109,191268.0,226582.0,278715.0,23.008447272951955,45.7196185457055
12111,278290.0,297471.0,337186.0,13.350881262375156,21.163534442488054
12113,152924.0,166451.0,189139.0,13.630437786495726,23.68169809840182
12115,379942.0,405099.0,443465.0,9.470771342313855,16.7191308147033
12117,423072.0,448535.0,474171.0,5.715496003656348,12.078085999546177
12119,94286.0,117229.0,139018.0,18.58669783074154,47.44288653670746
12121,42329.0,43670.0,44851.0,2.704373711930387,5.958090198209265
12123,22594.0,22362.0,21600.0,-3.407566407298095,-4.399398070284146
12125,15551.0,15268.0,15182.0,-0.5632695834424941,-2.372837759629606
12127,494462.0,517144.0,561497.0,8.576528007672911,13.557159094126545
12129,30824.0,31529.0,34319.0,8.848996162263314,11.338567350116792
12131,55214.0,63145.0,76648.0,21.38411592366775,38.81986452711269
